,title,rating,no_of_ratings,url,difficulty,prep_time,cook_time,total_time,month_str,month,year,date,ingredient
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,onion
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,garlic clove
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,vegetable stock
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,pearled spelt
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,dried porcini mushrooms
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,tomatoes
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,small button mushrooms
176,"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,1.0,15.0,50.0,65.0,October,10,2009,2009-10-01 00:00:00,leaf parsley
177,Easy pea & mint soup,4.5,12.0,https://www.bbcgoodfood.com/recipes/easy-pea-mint-soup,1.0,5.0,0.0,5.0,August,8,2005,2005-08-01 00:00:00,bag
177,Easy pea & mint soup,4.5,12.0,https://www.bbcgoodfood.com/recipes/easy-pea-mint-soup,1.0,5.0,0.0,5.0,August,8,2005,2005-08-01 00:00:00,hot water
177,Easy pea & mint soup,4.5,12.0,https://www.bbcgoodfood.com/recipes/easy-pea-mint-soup,1.0,5.0,0.0,5.0,August,8,2005,2005-08-01 00:00:00,small handful
177,Easy pea & mint soup,4.5,12.0,https://www.bbcgoodfood.com/recipes/easy-pea-mint-soup,1.0,5.0,0.0,5.0,August,8,2005,2005-08-01 00:00:00,cream
178,Tomato soup with cheese & Marmite twists,4.5,14.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-twists,1.0,25.0,25.0,50.0,September,9,2009,2009-09-01 00:00:00,Red Leicester
178,Tomato soup with cheese & Marmite twists,4.5,14.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-twists,1.0,25.0,25.0,50.0,September,9,2009,2009-09-01 00:00:00,ready puff pastry
178,Tomato soup with cheese & Marmite twists,4.5,14.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-twists,1.0,25.0,25.0,50.0,September,9,2009,2009-09-01 00:00:00,large onion
178,Tomato soup with cheese & Marmite twists,4.5,14.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-twists,1.0,25.0,25.0,50.0,September,9,2009,2009-09-01 00:00:00,large tomatoes
178,Tomato soup with cheese & Marmite twists,4.5,14.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-twists,1.0,25.0,25.0,50.0,September,9,2009,2009-09-01 00:00:00,vegetable stock
178,Tomato soup with cheese & Marmite twists,4.5,14.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-twists,1.0,25.0,25.0,50.0,September,9,2009,2009-09-01 00:00:00,double cream
179,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,large onion
179,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,garlic clove
179,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,madeira
179,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,vegetable extra necessary stock
179,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,chopped sage
179,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,large eating apple
179,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,few pinches
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,Jerusalem
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,small potato
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,large onion
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,vegetable chicken stock use
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,grissini sticks
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,heaped tbsp
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,single cream
180,Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,1.0,25.0,30.0,55.0,November,11,2005,2005-11-01 00:00:00,milk
181,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,large onion
181,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,garlic clove
181,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,madeira
181,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,vegetable extra necessary stock
181,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,chopped sage
181,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,large eating apple
181,Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,1.0,20.0,30.0,50.0,December,12,2014,2014-12-01 00:00:00,few pinches
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,leek
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,medium carrot
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,small potato
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,stick
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,medium onion
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,butter
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,sprigs
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,vegetable stock
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,milk
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,small head broccoli
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,stalk
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,small handful
182,Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,1.0,55.0,0.0,55.0,March,3,2004,2004-03-01 00:00:00,gruyère
183,Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,1.0,5.0,15.0,20.0,June,6,2009,2009-06-01 00:00:00,onion
183,Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,1.0,5.0,15.0,20.0,June,6,2009,2009-06-01 00:00:00,garlic clove
183,Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,1.0,5.0,15.0,20.0,June,6,2009,2009-06-01 00:00:00,potato cut
183,Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,1.0,5.0,15.0,20.0,June,6,2009,2009-06-01 00:00:00,vegetable stock
183,Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,1.0,5.0,15.0,20.0,June,6,2009,2009-06-01 00:00:00,fresh peas
183,Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,1.0,5.0,15.0,20.0,June,6,2009,2009-06-01 00:00:00,watercress
183,Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,1.0,5.0,15.0,20.0,June,6,2009,2009-06-01 00:00:00,double cream
184,Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,onions
184,Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,carrot
184,Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,finger length
184,Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,juice
184,Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,vegetable stock
184,Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,fat coconut milk
184,Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,1.0,15.0,35.0,50.0,March,3,2009,2009-03-01 00:00:00,oz mixed beans
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,pack pancetta
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,butternut
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,large onion
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,garlic
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,rosemary sprigs
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,chicken stock
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,white wine
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,double cream
185,Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,1.0,10.0,40.0,50.0,November,11,2011,2011-11-01 00:00:00,juice
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,size root ginger
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,star anise
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,cinnamon stick
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,dried rice
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,fish sauce
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,limes
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,roast turkey
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,babeansprouts
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,bunch coriander
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,bunch mint
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,spring onions
186,Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,1.0,10.0,10.0,20.0,January,1,2008,2008-01-01 00:00:00,red chillies
187,Healthy carrot soup,2.8,28.0,https://www.bbcgoodfood.com/recipes/carrot-ginger-immune-boosting-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,large carrots
187,Healthy carrot soup,2.8,28.0,https://www.bbcgoodfood.com/recipes/carrot-ginger-immune-boosting-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,turmeric
187,Healthy carrot soup,2.8,28.0,https://www.bbcgoodfood.com/recipes/carrot-ginger-immune-boosting-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,pinch
187,Healthy carrot soup,2.8,28.0,https://www.bbcgoodfood.com/recipes/carrot-ginger-immune-boosting-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,wholemeal bread
187,Healthy carrot soup,2.8,28.0,https://www.bbcgoodfood.com/recipes/carrot-ginger-immune-boosting-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,vegetable stock
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,onion
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,garlic
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,potato
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,vegetable stock
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,mixed watercress
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,rocket salad
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,pot natural yogurt
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,pine nuts
188,Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,1.0,5.0,25.0,30.0,May,5,2016,2016-05-01 00:00:00,chilli oil
189,Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,1.0,10.0,15.0,25.0,November,11,2002,2002-11-01 00:00:00,leek
189,Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,1.0,10.0,15.0,25.0,November,11,2002,2002-11-01 00:00:00,carrots
189,Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,1.0,10.0,15.0,25.0,November,11,2002,2002-11-01 00:00:00,garlic clove
189,Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,1.0,10.0,15.0,25.0,November,11,2002,2002-11-01 00:00:00,potato
189,Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,1.0,10.0,15.0,25.0,November,11,2002,2002-11-01 00:00:00,chickpea
189,Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,1.0,10.0,15.0,25.0,November,11,2002,2002-11-01 00:00:00,slices
189,Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,1.0,10.0,15.0,25.0,November,11,2002,2002-11-01 00:00:00,clove cut
190,Sweet potato & rosemary soup with garlic toasts,4.2,25.0,https://www.bbcgoodfood.com/recipes/sweet-potato-rosemary-soup-garlic-toasts,1.0,10.0,20.0,30.0,March,3,2009,2009-03-01 00:00:00,onion
190,Sweet potato & rosemary soup with garlic toasts,4.2,25.0,https://www.bbcgoodfood.com/recipes/sweet-potato-rosemary-soup-garlic-toasts,1.0,10.0,20.0,30.0,March,3,2009,2009-03-01 00:00:00,garlic
190,Sweet potato & rosemary soup with garlic toasts,4.2,25.0,https://www.bbcgoodfood.com/recipes/sweet-potato-rosemary-soup-garlic-toasts,1.0,10.0,20.0,30.0,March,3,2009,2009-03-01 00:00:00,sweet potato
190,Sweet potato & rosemary soup with garlic toasts,4.2,25.0,https://www.bbcgoodfood.com/recipes/sweet-potato-rosemary-soup-garlic-toasts,1.0,10.0,20.0,30.0,March,3,2009,2009-03-01 00:00:00,vegetable stock
190,Sweet potato & rosemary soup with garlic toasts,4.2,25.0,https://www.bbcgoodfood.com/recipes/sweet-potato-rosemary-soup-garlic-toasts,1.0,10.0,20.0,30.0,March,3,2009,2009-03-01 00:00:00,rosemary sprigs
190,Sweet potato & rosemary soup with garlic toasts,4.2,25.0,https://www.bbcgoodfood.com/recipes/sweet-potato-rosemary-soup-garlic-toasts,1.0,10.0,20.0,30.0,March,3,2009,2009-03-01 00:00:00,slices bread ciabatta
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,dried split peas
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,onions
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,large leek
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,medium carrots
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,small celeriac
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,medium parsnips
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,litres
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,large pinch
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,sprigs
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,handful
191,Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,1.0,20.0,360.0,380.0,October,10,2019,2019-10-01 00:00:00,rye bread mustard
192,Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,1.0,10.0,10.0,20.0,January,1,2011,2011-01-01 00:00:00,sodium chicken stock
192,Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,1.0,10.0,10.0,20.0,January,1,2011,2011-01-01 00:00:00,small carrots
192,Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,1.0,10.0,10.0,20.0,January,1,2011,2011-01-01 00:00:00,medium egg noodles
192,Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,1.0,10.0,10.0,20.0,January,1,2011,2011-01-01 00:00:00,cooked turkey
192,Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,1.0,10.0,10.0,20.0,January,1,2011,2011-01-01 00:00:00,frozen peas
192,Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,1.0,10.0,10.0,20.0,January,1,2011,2011-01-01 00:00:00,bunch spring onions
192,Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,1.0,10.0,10.0,20.0,January,1,2011,2011-01-01 00:00:00,white parts
193,Pea & mint soup with crispy prosciutto strips,,5.0,https://www.bbcgoodfood.com/recipes/pea-mint-soup-crispy-prosciutto-strips,1.0,5.0,15.0,20.0,June,6,2014,2014-06-01 00:00:00,potato
193,Pea & mint soup with crispy prosciutto strips,,5.0,https://www.bbcgoodfood.com/recipes/pea-mint-soup-crispy-prosciutto-strips,1.0,5.0,15.0,20.0,June,6,2014,2014-06-01 00:00:00,frozen pea
193,Pea & mint soup with crispy prosciutto strips,,5.0,https://www.bbcgoodfood.com/recipes/pea-mint-soup-crispy-prosciutto-strips,1.0,5.0,15.0,20.0,June,6,2014,2014-06-01 00:00:00,% bio yogurt
193,Pea & mint soup with crispy prosciutto strips,,5.0,https://www.bbcgoodfood.com/recipes/pea-mint-soup-crispy-prosciutto-strips,1.0,5.0,15.0,20.0,June,6,2014,2014-06-01 00:00:00,slices prosciutto excess fat
