title,rating,no_of_ratings,url,author,servings,difficulty,prep_time,cook_time,total_time,year,month,ingredients,date
Pea and ham hock soup,4.5,41.0,https://www.bbcgoodfood.com/recipes/split-pea-green-pea-smoked-ham-soup,John Torode,8.0,1.0,30.0,180.0,210.0,2011,1,"1kg ham hock or gammon, 200g split peas soaked overnight, 2 onions roughly chopped, 2 carrots roughly chopped, 2 bay leaves, 1 stick celery roughly chopped, 300g frozen peas, crusty bread and butter, to serve",2011-01-01 00:00:00
Truffled Jerusalem artichoke soup,4.9,9.0,https://www.bbcgoodfood.com/recipes/truffled-jerusalem-artichoke-soup,Tom Kerridge,4.0,1.0,25.0,35.0,60.0,2016,12,"50g butter, 2 onions sliced, 1kg Jerusalem artichoke peeled and sliced, 1l chicken stock, 100ml double cream, a few drops of truffle oil to taste, plus extra to serve, 1 tbsp olive oil, 80g leftover goose shredded (optional)",2016-12-01 00:00:00
Spring vegetable soup with basil pesto,4.7,23.0,https://www.bbcgoodfood.com/recipes/spring-vegetable-soup-basil-pesto,Sara Buenfeld,2.0,1.0,10.0,15.0,25.0,2007,5,"1 tbsp olive oil, 2 leeks washed and chopped, 100g green bean cut into lengths, 1 large  courgette diced, 1.2l hot  vegetable stock, 3 vine-ripe tomatoes deseeded and chopped, 400g can  cannellini bean, 25g pack basil, 1 garlic clove crushed , 25g pistachio nuts, 25g vegetarian parmesan -style cheese, (we used Twyneham Grange, available from Sainsbury’s), 2 tbsp olive oil",2007-05-01 00:00:00
Carrot & cheddar soup with toast soldiers,4.7,36.0,https://www.bbcgoodfood.com/recipes/carrot-cheddar-soup-toast-soldiers,Liz Franklin,,1.0,35.0,0.0,35.0,2003,10,"25g butter, 1  small onion roughly chopped, 500g carrots chopped, 1  medium potato (about 140g/5oz peeled weight), chopped, 1.2l  chicken or vegetable stock, 100g  mature cheddar grated, toast soldiers",2003-10-01 00:00:00
Miso chicken & rice soup,4.6,31.0,https://www.bbcgoodfood.com/recipes/miso-chicken-rice-soup,Jennifer Joyce,2.0,1.0,10.0,10.0,20.0,2012,9,"500ml chicken stock, 2 skinless  chicken breasts, 50g long grain rice, 8 Chanteney carrots halved lengthways, 2 tbsp miso paste, 1 tbsp soy sauce, 1 tbsp mirin, 2 spring onions sliced",2012-09-01 00:00:00
Fresh tomato soup with cheesy cornbread,3.9,16.0,https://www.bbcgoodfood.com/recipes/fresh-tomato-soup-cheesy-cornbread,Sara Buenfeld,4.0,1.0,20.0,40.0,60.0,2019,6,"40g wholemeal self-raising flour, 85g ground polenta, 1 tsp baking powder, 40g mature cheddar finely grated, 1 tsp smoked paprika, 3 spring onions (35g), finely sliced, 1 green chilli deseeded, finely sliced, 1 large egg, 2 tsp rapeseed oil, 3-5 sticks celery (165g), finely chopped, 2 onions chopped, 4 carrots (320g), diced, 325g floury potatoes grated, 500g tomatoes chopped, 4 tsp vegetable bouillon powder made up to 1 1/2 litre with boiling water, 3 tbsp tomato purée, 2 large garlic cloves finely grated, flat-leaf parsley chopped, to serve",2019-06-01 00:00:00
Spiced parsnip soup,4.6,32.0,https://www.bbcgoodfood.com/recipes/spiced-parsnip-soup,Barney Desmazery,6.0,1.0,30.0,40.0,70.0,2009,11,"small knob of butter, 1 onion sliced, 2 garlic cloves sliced, small piece fresh root ginger peeled and sliced, 6 large parsnips peeled and chopped, 1 tsp cumin seed, 1 tsp coriander seed, 2 cardamom pods, 1 tbsp garam masala, 1.2l vegetable stock, 1 tsp olive oil, 1 tsp toasted cumin seeds, 1 red chilli deseeded and sliced, coriander leaves",2009-11-01 00:00:00
Thai prawn & peanut noodle soup,4.8,17.0,https://www.bbcgoodfood.com/recipes/thai-prawn-peanut-noodle-soup,Cassie Best,4.0,1.0,5.0,15.0,20.0,2014,2,"4 tbsp Thai green curry paste, 3 tbsp smooth peanut butter, small pack  coriander stalks finely chopped, leaves picked, thumb-sized piece ginger peeled and cut into fine matchsticks, 4 kaffir lime leaves finely shredded, 2 x 400ml cans light coconut milk, 850ml chicken stock (use fresh stock if you can), 3 tbsp soy sauce, juice 2  limes, 2 tbsp fish sauce, 4 small heads pak choi halved or quartered through the stalk, 300g pack raw, peeled  king prawn, 300g cooked  rice noodle, 1 red chilli sliced (deseeded if you don't like it too hot), 4 tbsp roughly chopped dry-roasted  peanut",2014-02-01 00:00:00
Broccoli & pea soup with minty ricotta,4.2,9.0,https://www.bbcgoodfood.com/recipes/broccoli-pea-soup-minty-ricotta,Esther Clark,2.0,1.0,20.0,20.0,40.0,2020,6,"1 tbsp olive oil plus extra for drizzling, 1 onion finely chopped, 2 celery sticks, chopped, 1 garlic clove crushed, 200g broccoli broken into florets, 150g fresh or frozen peas, 500ml hot low-salt  vegetable stock, 1 lemon zested and juiced, 100g ricotta, 1 tbsp finely chopped mint plus a few whole leaves to serve, 1 tbsp toasted pine nuts, 2 slices bread to serve (optional)",2020-06-01 00:00:00
"Orange, carrot & mint soup",4.3,18.0,https://www.bbcgoodfood.com/recipes/orange-carrot-mint-soup,Good Food team,4.0,1.0,45.0,0.0,45.0,2002,4,"large knob of butter, 700g carrot peeled and thinly sliced, 1 large onion thinly sliced, 1 large garlic clove crushed, 1l light vegetable stock, 125ml freshly squeezed orange juice, 2 tbsp finely chopped fresh mint, double cream for drizzling - optional",2002-04-01 00:00:00
"Sweet potato, coconut & lemongrass soup with coriander sambal",4.9,8.0,https://www.bbcgoodfood.com/recipes/sweet-potato-coconut-lemongrass-soup-coriander-sambal,Sophie Godwin – Cookery writer,4.0,1.0,15.0,30.0,45.0,2019,3,"2 tbsp groundnut oil, 4 spring onions sliced, 2 large garlic cloves sliced, 2 lemongrass stalks outer leaves removed and stalk finely chopped, finger-sized piece ginger sliced, 900g sweet potatoes peeled and chopped into small pieces, 215ml coconut milk, 285ml vegetable stock (we used Bouillon), 1 green chilli deseeded, 1 tsp caster sugar, 2 limes juiced, 1 small pack coriander",2019-03-01 00:00:00
15-minute summer soup,4.7,30.0,https://www.bbcgoodfood.com/recipes/15-minute-summer-soup,Mary Cadogan,4.0,1.0,15.0,0.0,15.0,2005,6,"knob of  butter or splash of olive oil, bunch spring onions chopped, 3 courgettes chopped, 200g podded fresh or  frozen pea, 900ml hot  vegetable stock, 85g bag trimmed watercress, large handful mint, 2 rounded tbsp Greek  yogurt plus extra for serving",2005-06-01 00:00:00
Mum's leek & potato soup with mustard toasts,4.6,41.0,https://www.bbcgoodfood.com/recipes/mums-leek-potato-soup-mustard-toasts,Mary Cadogan,8.0,1.0,15.0,25.0,40.0,2005,12,"50g butter, 8 rashers streaky bacon chopped, 5 large leeks sliced, 2 large potatoes cubed, 1.2l vegetable stock, 2 bay leaves, 300ml milk, 1 long thin baguette, 4 tbsp olive oil, 1 tbsp wholegrain mustard",2005-12-01 00:00:00
Creamy chicken soup,3.9,36.0,https://www.bbcgoodfood.com/recipes/creamy-chicken-soup,Sara Buenfeld,8.0,1.0,20.0,50.0,70.0,2012,5,"1kg pack free-range chicken thigh skin removed, 300ml dry white wine, 2 large onions cut into large wedges, 4 celery sticks, quartered, 3 leeks quartered, 2 sprigs thyme plus extra leaves for sprinkling, 2 bay leaves, ½ tsp ground white pepper (optional), 40g plain flour, 300ml pot double cream",2012-05-01 00:00:00
Easy turkey soup,4.2,29.0,https://www.bbcgoodfood.com/recipes/perky-turkey-soup,Good Food team,4.0,1.0,35.0,0.0,35.0,2003,1,"1 tbsp olive oil, 1 large onion halved and sliced into thin strips, 1 red pepper seeded and sliced into thin strips, 2 tsp ground coriander, ¼ - ½ tsp chilli flakes, 3 tbsp basmati rice or long grain rice, 1½ l hot turkey or chicken stock, 250g/9oz turkey meat, cut into thin strips (leg meat will have the most flavour), 410g can chickpea drained and rinsed, a handful of  fresh coriander or flatleaf parsley, roughly chopped (optional)",2003-01-01 00:00:00
Moroccan tomato & chickpea soup with couscous,4.6,26.0,https://www.bbcgoodfood.com/recipes/moroccan-tomato-chickpea-soup-couscous,Barney Desmazery,4.0,1.0,20.0,45.0,65.0,0,0,"75g couscous, 3 tbsp olive oil, 750ml low-sodium hot vegetable stock, 1 large onion finely chopped, 1 carrot chopped into small cubes, 4 garlic cloves crushed, half a finger of ginger peeled and finely chopped, 1-2 tbsp ras-el-hanout, 1 tbsp harissa paste plus extra to serve, 400g tin chopped tomato, 400g tin  chickpea, juice ½  lemon, roughly chopped coriander to serve",0
Chilled green soup with feta,,4.0,https://www.bbcgoodfood.com/recipes/chilled-green-soup-feta,Esther Clark,4.0,1.0,20.0,0.0,20.0,2019,8,"70g vegetarian feta crumbled, 3 tbsp olive oil, 1 tsp coriander seeds crushed, 1 large red chilli deseeded and finely chopped, 1 lemon zested and juiced, 200g baby spinach, 2 large ripe avocados stoned and cubed, 1 large cucumber chopped, 1 small garlic clove crushed, 250g natural yogurt, small bunch basil, 2 tbsp toasted mixed seeds to serve",2019-08-01 00:00:00
Spicy lentil soup with curry pinwheel rolls,4.6,34.0,https://www.bbcgoodfood.com/recipes/spicy-lentil-soup-curry-pinwheel-rolls,Good Food team,4.0,1.0,20.0,25.0,45.0,2011,10,"2 tbsp curry paste, 1 onion chopped, 2 carrots grated, 140g red lentils, 500g pack bread mix, 1 tbsp curry paste",2011-10-01 00:00:00
Creamy leek & bean soup,3.9,20.0,https://www.bbcgoodfood.com/recipes/creamy-leek-bean-soup,Sara Buenfeld,4.0,1.0,10.0,20.0,30.0,2017,1,"1 tbsp rapeseed oil, 600g leeks well washed and thinly sliced, 1l hot vegetable bouillon, 2 x 400g cans cannellini beans drained, 2 large garlic cloves finely grated, 100g baby spinach, 150ml full-fat milk",2017-01-01 00:00:00
Mexican bean soup with crispy feta tortillas,4.4,19.0,https://www.bbcgoodfood.com/recipes/mexican-bean-soup-crispy-feta-tortillas,Katy Greenwood,4.0,1.0,10.0,15.0,25.0,2016,1,"1 tbsp vegetable oil, 1 onion chopped, 1 heaped tbsp chipotle paste, 500g carton passata, 500ml vegetable stock, 400g can kidney beans drained and rinsed, 400g can black beans drained and rinsed, 200g feta, 2 garlic cloves crushed, 4 large or 8 small flour tortillas, small pack coriander roughly chopped, to serve",2016-01-01 00:00:00
Chunky cheddar & celeriac soup,4.6,26.0,https://www.bbcgoodfood.com/recipes/chunky-cheddar-celeriac-soup,Good Food team,4.0,1.0,15.0,40.0,55.0,2005,10,"1 tbsp butter, 3 onions finely sliced, 500g  floury potatoes peeled and diced, 2 celeriac (1kg/2lbs 4oz in total) peeled and diced, 1l  chicken or vegetable stock (from a cube is fine), 4 sage leaves, 2  strips lemon peel, 200g  mature cheddar diced, crispy sage leaves, optional",2005-10-01 00:00:00
Nettle soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/nettle-soup,Good Food team,4.0,1.0,20.0,30.0,50.0,2012,5,"1 tbsp olive oil plus extra for drizzling, 1 onion chopped, 1 carrot diced, 1 leek washed and finely sliced, 1 large floury potato (Maris Piper or similar), thinly sliced, 1l vegetable stock, 400g stinging or Dead nettles washed, leaves picked (see tips below), 50g butter diced, 50ml double cream",2012-05-01 00:00:00
Spiced parsnip & cauliflower soup,4.1,26.0,https://www.bbcgoodfood.com/recipes/spiced-parsnip-cauliflower-soup,Good Food team,6.0,1.0,15.0,50.0,65.0,2013,3,"1 tbsp olive oil, 1 medium cauliflower cut into florets, 3 parsnips chopped, 2 onions chopped, 1 tbsp fennel seed, 1 tsp coriander seed, ½ tsp turmeric, 3 garlic cloves sliced, 1-2  green chillies deseeded and chopped, 5cm piece ginger sliced, zest and juice 1  lemon, 1l vegetable stock, handful coriander chopped",2013-03-01 00:00:00
Mexican chicken tortilla soup,4.3,11.0,https://www.bbcgoodfood.com/recipes/mexican-chicken-tortilla-soup,Cassie Best,8.0,2.0,40.0,80.0,120.0,2016,10,"1.2kg whole chicken, 5 fat red chillies 4 left whole but pierced a few times with a sharp knife, 1 sliced, to serve, 2 dried ancho chillies, 1 garlic bulb cut in half through the centre horizontally, bunch coriander stalks and leaves separated, 1 cinnamon stick, 3 tbsp vegetable oil, 2 large onions chopped, 1 tbsp ground cumin, 1 tbsp ground coriander, 1 tbsp smoked paprika, 2 x 400g cans tomatoes, 1 tsp sugar, 320g can sweetcorn drained, 400g can black beans drained, zest and juice 2 limes, 4 corn tortilla quartered and cut into strips, 2 avocados, 200g feta or queso fresco, crumbled, to serve",2016-10-01 00:00:00
Neeps & tatties soup,4.5,8.0,https://www.bbcgoodfood.com/recipes/neeps-and-tatties-soup,Good Food team,,1.0,15.0,35.0,50.0,2016,1,"25g butter, ¼ tsp ground coriander, 1 onion chopped, ½ medium-sized swede (about 200g), peeled and chopped into small pieces, 1 carrot sliced, 1 celery stick sliced into small pieces, 140g potatoes chopped into small pieces, good grating of nutmeg, 400ml milk, 140g cooked haggis or black pudding, chopped or crumbled into pieces, 2 tbsp double cream, a few celery leaves, torn",2016-01-01 00:00:00
Quick & easy hot-and-sour chicken noodle soup,4.8,33.0,https://www.bbcgoodfood.com/recipes/quick-easy-hot-and-sour-chicken-noodle-soup,Ching-He Huang,2.0,1.0,25.0,15.0,40.0,2010,4,"140g dried wholewheat noodle, 1 tbsp groundnut oil, 2 tbsp grated ginger, 1 medium red chilli deseeded and finely chopped, 4 skinless, boneless chicken thighs chopped into small chunks, 1 tbsp Shaohsing rice wine, 700ml hot vegetable stock, 4 chestnut mushrooms sliced, 1 tsp dark soy sauce, 2 tbsp light soy sauce, 2 tbsp rice vinegar, 1 tbsp cornflour mixed with 2 tbsp cold water to make a slurry, (runny paste), 1 handful beansprouts, 2 spring onions sliced",2010-04-01 00:00:00
Sherried squash soup,4.6,13.0,https://www.bbcgoodfood.com/recipes/sherried-squash-soup,Sara Buenfeld,4.0,1.0,20.0,30.0,50.0,2007,12,"1 large onion halved, 4 tbsp  dry (fino) sherry, 1kg butternut squash peeled, deseeded and chopped, 600ml hot  vegetable stock (we like Marigold), seed bread croûtons and flat leaf parsley, 2 tbsp olive oil",2007-12-01 00:00:00
Chipotle black bean soup with lime-pickled onions,4.7,20.0,https://www.bbcgoodfood.com/recipes/chipotle-black-bean-soup-lime-pickled-onions,Jennifer Joyce,2.0,1.0,10.0,25.0,35.0,2013,3,"juice 2  limes, 2 small  red onions thinly sliced, ½ tbsp olive oil, 2 garlic cloves finely chopped, ½ tbsp ground cumin, ½ tbsp smoked paprika, ½ tbsp chipotle paste or Tabasco, to taste, 400g can  black bean drained and rinsed, 400ml vegetable stock, half-fat soured cream to serve, coriander leaves, to serve, crisp tortilla chips to serve",2013-03-01 00:00:00
"Chestnut, bacon & parsnip soup",,18.0,https://www.bbcgoodfood.com/recipes/chestnut-bacon-parsnip-soup,Cassie Best,6.0,1.0,15.0,45.0,60.0,2014,12,"4 chopped rashers smoked streaky bacon, drizzle of olive or rapeseed oil, 1 chopped onion, 1 crushed garlic clove, 6 peeled and chopped parsnips, 1 chicken stock cube, 400ml milk, leaves from 4 thyme sprigs, 200g cooked, chopped chestnuts",2014-12-01 00:00:00
The ultimate makeover: French onion soup,4.5,15.0,https://www.bbcgoodfood.com/recipes/ultimate-makeover-french-onion-soup,Angela Nilsen,4.0,1.0,30.0,75.0,105.0,2009,2,"4 large Spanish onions (about 900g/2lb), 3 tbsp extra virgin rapeseed oil, 4 thyme sprigs, 2 bay leaves, 300ml dry white wine, 1 rounded tbsp plain flour, 1 garlic clove crushed, 1 tbsp extra virgin rapeseed oil, 4 long slices from a baguette, 25g parmesan or vegetarian alternative, coarsely grated, 50g gruyère coarsely grated",2009-02-01 00:00:00
Wild garlic & nettle soup,4.6,10.0,https://www.bbcgoodfood.com/recipes/wild-garlic-nettle-soup,Barney Desmazery,4.0,1.0,15.0,35.0,50.0,2015,4,"1 tbsp rapeseed oil plus extra for drizzling, 25g butter, 1 onion finely diced, 1 leek finely diced, 2 celery sticks, thinly sliced, 1 carrot finely diced, 1 small potato peeled and diced, 1.2l good-quality vegetable stock, 300g young nettle leaves, 200g wild garlic leaves (keep any flowers if you have them), 3 tbsp milk",2015-04-01 00:00:00
Cauliflower cheese soup with crispy sage & hazelnuts,4.3,8.0,https://www.bbcgoodfood.com/recipes/cauliflower-cheese-soup-crispy-sage-hazelnuts,Cassie Best,4.0,1.0,10.0,30.0,40.0,2019,1,"2 tbsp rapeseed oil plus 50ml extra, 1 chopped onion, 1 vegetable stock cube, 1 large chopped head of cauliflower, 400g can butter beans, 400ml milk, 800ml water, grating fresh  nutmeg, 2 tsp Dijon mustard, 50g extra mature cheddar, 100ml double cream, handful sage leaves, chopped toasted  hazelnuts",2019-01-01 00:00:00
Chicken and vegetable soup,,6.0,https://www.bbcgoodfood.com/recipes/big-batch-chicken-soup,Lulu Grimes,4.0,1.0,10.0,90.0,100.0,2018,9,"250g sofrito mix (or mixed finely chopped onion, carrot and celery), 1 tbsp rapeseed oil, 1 chicken elastic or string removed, 1 bay leaf, 2 low-salt chicken stock cube melts or cubes, 200g frozen peas, 200g frozen sweetcorn (optional), 200g soup pasta or dried noodles snapped into pieces, cooked",2018-09-01 00:00:00
Curried carrot soup with cashew & coriander salsa,,5.0,https://www.bbcgoodfood.com/recipes/curried-carrot-soup-cashew-coriander-salsa,Rosie Birkett,6.0,1.0,14.0,40.0,54.0,2017,12,"2 tbsp rapeseed oil, 1 tsp fenugreek seeds, 2 tsp cumin seeds, 2 tsp coriander seeds, 8 green cardamom pods, 3 onions finely chopped, 1.2kg carrots sliced, 4 tomatoes chopped, large piece fresh ginger chopped, 2 green chillies chopped, 1 tsp turmeric, 2 tsp garam masala, 2l veg stock, 1 lemon juiced, coriander & cashew salsa, spring onion sliced, to serve",2017-12-01 00:00:00
Simple coconut & bean soup,4.8,26.0,https://www.bbcgoodfood.com/recipes/simple-coconut-bean-soup,Levi Roots,4.0,1.0,10.0,20.0,30.0,2009,8,"1 tbsp sunflower oil, ½ bunch spring onions whites and greens separated and sliced, 1 red pepper diced, 1 Scotch bonnet chilli deseeded and pounded to a paste, 1 garlic clove chopped, 1 tsp dried thyme, 1 tsp medium curry powder, 1 tsp allspice, 3 plum tomatoes chopped, 1 vegetable stock cube, 410g can kidney bean rinsed and drained, 410g can pinto bean rinsed and drained, 410g can black-eyed bean rinsed and drained, 2 x 400g cans coconut milk, juice 2 limes",2009-08-01 00:00:00
Hot 'n' spicy roasted red pepper & tomato soup,3.6,36.0,https://www.bbcgoodfood.com/recipes/hot-n-spicy-roasted-red-pepper-tomato-soup,Chelsie Collins,1.0,1.0,5.0,5.0,10.0,2016,9,"290g roasted red peppers drained, 270g cherry tomatoes halved, 1 garlic clove crushed, 1 vegetable stock cube, 1 tsp paprika, 1 tbsp olive oil, 4 tbsp ground almonds",2016-09-01 00:00:00
"Carrot, lentil & orange soup",4.5,37.0,https://www.bbcgoodfood.com/recipes/carrot-lentil-orange-soup,Good Food team,4.0,1.0,15.0,35.0,50.0,2006,12,"1 tsp cumin seeds, 2 tsp coriander seeds, 1 onion chopped, 225g carrots diced, 75g red lentils, 300ml orange juice, 2 tbsp  low-fat natural yogurt,  fresh chopped coriander to garnish,  pinch paprika to garnish, 600ml vegetable stock",2006-12-01 00:00:00
"Chicken, sweetcorn & noodle soup",4.3,22.0,https://www.bbcgoodfood.com/recipes/chicken-sweetcorn-noodle-soup,Good Food team,8.0,1.0,15.0,90.0,105.0,2011,6,"2 large carrots chopped, 2 large leeks trimmed and finely sliced, 2 corn on the cobs, corn kernels cut off, 200g vermicelli noodles, 2 onions quartered, 1 leek cut into chunks, 2 carrots thickly sliced, 2 bay leaves, 6 black peppercorns, parsley stalks, 4 celery sticks, roughly chopped, 2 tbsp low-sodium vegetable bouillon or 1 vegetable stock cube, 1.3kg chicken",2011-06-01 00:00:00
Healthy vegetable soup,4.8,4.0,https://www.bbcgoodfood.com/recipes/mumsys-vegetable-soup,Mel Giedroyc,4.0,1.0,10.0,30.0,40.0,2016,9,"200g sourdough bread cut into croutons, 1 tbsp caraway seeds, 3 tbsp olive oil, 1 garlic clove chopped, 1 carrot chopped, 1 potato chopped, 600ml vegetable stock (we use bouillon), 100g cherry tomatoes halved, 400g can chopped tomatoes, pinch of golden caster sugar, 1 bouquet garni (2 bay leaves, 1 rosemary sprig and 2 thyme sprigs tied together with string), 1 celery stick chopped, 200g cauliflower cut into florets, 150g white cabbage shredded, 1 tsp Worcestershire sauce, 2 tsp mushroom ketchup",2016-09-01 00:00:00
Potage Dubarry with crisp chorizo (Creamy cauliflower soup),4.9,22.0,https://www.bbcgoodfood.com/recipes/potage-dubarry-crisp-chorizo-creamy-cauliflower-soup,Mary Cadogan,6.0,1.0,20.0,35.0,55.0,2011,1,"1 large cauliflower cut into florets, 25g butter, 2 shallots chopped, 2 medium potatoes chopped, 500ml milk, 500ml vegetable stock, 150ml double cream, 2 tbsp olive oil, 12 slices chorizo, 1 tbsp chopped coriander",2011-01-01 00:00:00
Boxing Day soup,4.9,12.0,https://www.bbcgoodfood.com/recipes/boxing-day-soup,Good Food team,4.0,1.0,45.0,0.0,45.0,2002,1,"1 tbsp sunflower oil, 1medium onion chopped, 2 celery sticks, chopped, 2medium potatoes about 350g/12oz total weight, peeled and cut into small chunks, 1 tbsp curry paste, 1.2l vegetable stock made from a stock cube, 550g leftover roasted or boiled vegetables, such as  Brussels sprout carrots, parsnips and squash, roughly chopped, natural yogurt or crème fraîche, to serve",2002-01-01 00:00:00
Hot & sour coconut soup,4.8,24.0,https://www.bbcgoodfood.com/recipes/hot-sour-coconut-soup,Mary Cadogan,4.0,1.0,30.0,0.0,30.0,2002,9,"100g Thai fragrant  rice, 1.2l chicken stock or vegetable stock, 1stalk of lemongrass thinly sliced, 1 tbsp finely chopped galangal or  root ginger, 4 fresh or freeze-dried  kaffir lime leaves chopped or crumbled, 2 red chillies deseeded and finely chopped, 250g skinless boneless  chicken breast, thinly sliced, 175g chestnut mushroom sliced, 200g cherry tomato halved, 1 tbsp lime juice, 2 tbsp fish sauce (nam pla), 200ml carton coconut cream, a handful of  fresh  coriander chopped",2002-09-01 00:00:00
Curried sweetcorn soup with chicken,4.5,6.0,https://www.bbcgoodfood.com/recipes/curried-sweetcorn-soup-chicken,Ken Hom,4.0,1.0,10.0,20.0,30.0,2016,2,"450g fresh sweetcorn cob or 280g/ 10oz canned sweetcorn, drained, 225g skinless,  chicken breasts thinly sliced into long shreds, 1 egg white plus 1 egg, beaten, 2 tsp sesame oil, 3 tsp cornflour, 1.2l chicken stock, 1 tbsp Shaohsing rice wine or dry Sherry, 1 tbsp curry powder or paste, 1 tsp sugar, 2 spring onions finely chopped, to garnish",2016-02-01 00:00:00
Shellfish soup,4.5,4.0,https://www.bbcgoodfood.com/recipes/shellfish-soup,Tom Kerridge,2.0,3.0,20.0,35.0,55.0,2016,1,"200g mussels washed, scrubbed and debearded, 200g clams washed, 200ml dry white wine, 1 tbsp olive oil, 1 medium onion diced, ½ fennel bulb finely sliced, 1 carrot sliced, 6 garlic cloves crushed, pinch of saffron strands, 1 tbsp Pernod, 400g can chopped tomatoes, 1 ½ tbsp brandy, 1 tsp Tabasco, juice 1 lemon, 1 ½ tsp Dijon mustard, 1 ½ tsp white wine vinegar, 1 egg yolk, 1 large garlic clove grated, 50ml good-quality olive oil, ½ baguette, drizzle of good-quality olive oil",2016-01-01 00:00:00
"Chunky sweetcorn, haddock & potato soup",,12.0,https://www.bbcgoodfood.com/recipes/chunky-sweetcorn-haddock-potato-soup,Good Food team,4.0,1.0,15.0,20.0,35.0,2011,9,"25g butter, 1 onion chopped, 8 rashers smoked streaky bacon chopped, 3 medium potatoes diced, 1l vegetable stock, 2 sweetcorn cobs, kernels sliced off, 500g skinless smoked haddock cut into bite-sized pieces, 5 tbsp double cream, small bunch parsley chopped",2011-09-01 00:00:00
Mexican soup with chicken,3.9,30.0,https://www.bbcgoodfood.com/recipes/mexican-soup-chicken,Jennifer Joyce,4.0,1.0,15.0,15.0,30.0,2009,1,"2 tbsp olive oil, 1 onion chopped, 4 garlic cloves crushed, 1 ancho or other large dried chilli deseeded and softened in boiling water for about 10 mins, ½ tsp ground cumin, 400g can plum tomato, 1 ½l chicken stock, 2 chicken breasts sliced, juice 2 limes, tortilla chips or homemade tortilla strips (see below), chopped avocado, lime wedges, red onion and coriander, to serve",2009-01-01 00:00:00
Easy broccoli soup,3.9,21.0,https://www.bbcgoodfood.com/recipes/broccoli-soup-cheese-toasties,Good Food team,4.0,1.0,15.0,30.0,45.0,2011,1,"1 large potato diced, 1.2l chicken or vegetable stock, 7 slices bread, 175g cheese grated – cheddar, red leicester or any blue cheese, 1 egg beaten, 3 spring onions chopped, few drops Worcestershire sauce",2011-01-01 00:00:00
Cream of cauliflower soup with sautéed wild mushrooms,4.4,44.0,https://www.bbcgoodfood.com/recipes/cream-cauliflower-soup-sauteed-wild-mushrooms,Gordon Ramsay,8.0,1.0,90.0,0.0,90.0,2003,1,"1large cauliflower (about 1.3kg/3lb), stalks discarded and florets chopped, 1large potato peeled and chopped into large chunks, 1medium onion chopped, 25g butter, 4 tbsp olive oil, 1.2l light chicken or   vegetable stock, 600ml full-fat milk, 142ml carton double cream, 250g wild mushroom – choose from ceps, girolles (chanterelles), morels (either a mixture or just one type), 1-2 tbsp finely snipped  chives",2003-01-01 00:00:00
"Summer carrot, tarragon & white bean soup",3.9,18.0,https://www.bbcgoodfood.com/recipes/summer-carrot-tarragon-white-bean-soup,Good Food team,4.0,1.0,10.0,20.0,30.0,2016,6,"1 tbsp rapeseed oil, 2 large leeks well washed, halved lengthways and finely sliced, 700g carrots chopped, 1.4l hot reduced-salt vegetable bouillon (we used Marigold), 4 garlic cloves finely grated, 2 x 400g cans cannellini beans in water, ⅔ small pack tarragon leaves roughly chopped",2016-06-01 00:00:00
Curried cauliflower & lentil soup,,30.0,https://www.bbcgoodfood.com/recipes/curried-cauliflower-lentil-soup,Elena Silcock,3.0,1.0,10.0,30.0,40.0,2018,1,"1 cauliflower, 1½ tbsp oil, 2 tsp fennel seeds, 150g red lentils, 3 tbsp curry paste of your choice, ½  lemon juiced",2018-01-01 00:00:00
Spiced root soup with crisp spiced onions,4.8,30.0,https://www.bbcgoodfood.com/recipes/spiced-root-soup-crisp-spiced-onions,Mary Cadogan,4.0,1.0,20.0,45.0,65.0,2006,2,"2 onions, 3 tbsp  vegetable oil, 1 tsp mustard seeds, 1 tsp  cumin seeds, 2 leeks sliced, 3 carrots sliced, 2 medium potatoes chopped, 2 parsnips or 1 small celeriac, chopped, 2-3 tsp curry paste, 1.2l vegetable stock from granules or a cube), 250ml natural yogurt plus extra to serve, coriander or parsley, to finish",2006-02-01 00:00:00
Thai green chicken soup,,11.0,https://www.bbcgoodfood.com/recipes/thai-green-chicken-soup,Sara Buenfeld,8.0,1.0,15.0,50.0,65.0,2011,8,"2 tbsp sunflower oil, 1 onion finely chopped, 500g pack skinless chicken thigh fillets, finely chopped, 4 garlic cloves finely sliced, 285g jar Thai green curry paste, 400ml can coconut milk, 1 ¾l chicken stock, 5 lime leaves, 2 tbsp fish sauce, 1 bunch spring onions the white sliced on the diagonal and the green finely chopped, 280g pack fine green bean trimmed and halved, 150g pack bamboo shoot, juice 2 limes plus wedges to serve, small bunch basil",2011-08-01 00:00:00
Silky celeriac soup with smoked haddock,4.9,13.0,https://www.bbcgoodfood.com/recipes/silky-celeriac-soup-smoked-haddock,Matt Tebbutt,6.0,1.0,10.0,40.0,50.0,2009,12,"50g unsalted butter, 1 onion chopped, 1 leek finely chopped, 1 garlic bulb, cut through the middle, few thyme sprigs, plus extra to serve, 4 bay leaves, 1 celeriac peeled and diced, 2 medium potatoes diced, 1l chicken stock, 500ml milk, 2 fillets natural smoked haddock, 500ml double cream",2009-12-01 00:00:00
